title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date,city,price_per_bedroom,price_category,month_posted,property_category
3 bedroom terraced duplex for sale,terraced duplex,"ajah, lagos",85000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,28333333.333333332,High,2025-11,terraced duplex
residential land for sale,residential land,"iwo road, lagelu, ibadan, oyo",4200000.0,,,,2025-11-08,12 Nov 2025,Oyo,,Low,2025-11,land
5 bedroom detached duplex for sale,detached duplex,"chevron tollgate, lekki, lagos",420000000.0,5.0,5.0,6.0,2025-11-07,12 Nov 2025,Lagos,84000000.0,High,2025-11,detached duplex
self contain (single rooms) for sale,self contain (single rooms),"off university of lagos, iwaya, yaba, lagos",8000000.0,,1.0,1.0,2025-11-03,05 Nov 2025,Lagos,,Low,2025-11,self contain
4 bedroom terraced duplex for sale,terraced duplex,"off freedom way, lekki phase 1, lekki, lagos",210000000.0,4.0,4.0,5.0,2025-05-27,16 Oct 2025,Lagos,52500000.0,High,2025-05,terraced duplex
1 bedroom flat / apartment for sale,flat / apartment,"agungi, lekki phase 1, lekki, lagos",70000000.0,1.0,1.0,1.0,2025-11-12,12 Nov 2025,Lagos,70000000.0,High,2025-11,flat/apartment
4 bedroom terraced duplex for sale,terraced duplex,"bis, ologolo, lekki, lagos",200000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,50000000.0,High,2025-11,terraced duplex
2 bedroom flat / apartment for sale,flat / apartment,"baale visinity, ologolo, lekki, lagos",50000000.0,2.0,2.0,3.0,2025-09-29,12 Nov 2025,Lagos,25000000.0,High,2025-09,flat/apartment
2 bedroom block of flats for sale,block of flats,"ikate, lekki, lagos",180000000.0,2.0,2.0,3.0,2025-10-20,20 Oct 2025,Lagos,90000000.0,High,2025-10,block of flats
5 bedroom semi-detached duplex for sale,semi-detached duplex,"ikate, lekki, lagos",980000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,196000000.0,High,2025-11,semi detached duplex
5 bedroom detached duplex for sale,detached duplex,"guzape district, abuja",1500000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Abuja,300000000.0,High,2025-11,detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"katampe, abuja",350000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Abuja,87500000.0,High,2025-11,terraced duplex
mixed-use land for sale,mixed-use land,"dozek estate, chevron alternative road, lekki, lagos",700000000.0,,,,2025-11-05,09 Nov 2025,Lagos,,High,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"lekki, lagos",680000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,136000000.0,High,2025-11,detached duplex
commercial land for sale,commercial land,"constitution avenue, central business district, abuja",3900000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,High,2025-11,commercial land
residential land for sale,residential land,"tipper garrage, jahi, abuja",500000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,High,2025-11,land
3 bedroom detached bungalow for sale,detached bungalow,"baba adisa, elepete, ibeju lekki, lagos",28000000.0,3.0,3.0,4.0,2025-11-08,12 Nov 2025,Lagos,9333333.333333334,Mid,2025-11,bungalow
residential land for sale,residential land,"emerald garden estate, eleranigbe, ibeju lekki, lagos",6000000.0,,,,2024-11-14,08 Nov 2025,Lagos,,Low,2024-11,land
commercial land for sale,commercial land,"central business district, agidingbi, ikeja, lagos",1300000.0,,,,2025-10-22,11 Nov 2025,Lagos,,Low,2025-10,commercial land
5 bedroom detached duplex for sale,detached duplex,"pinnock beach estate., osapa, lekki, lagos",2100000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,420000000.0,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"osapa, lekki, lagos",800000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,200000000.0,High,2025-11,detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"ikate elegushi, lekki, lagos",330000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,82500000.0,High,2025-11,terraced duplex
4 bedroom flat / apartment for sale,flat / apartment,"oniru, victoria island (vi), lagos",450000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,112500000.0,High,2025-11,flat/apartment
11 bedroom block of flats for sale,block of flats,"badore, ajah, lagos",160000000.0,11.0,11.0,16.0,2024-11-08,12 Nov 2025,Lagos,14545454.545454545,High,2024-11,block of flats
6 bedroom block of flats for sale,block of flats,"badore, ajah, lagos",100000000.0,6.0,6.0,8.0,2023-12-28,12 Nov 2025,Lagos,16666666.666666666,High,2023-12,block of flats
4 bedroom semi-detached duplex for sale,semi-detached duplex,"ologolo, lekki, lagos",210000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,52500000.0,High,2025-11,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"opp nicon junction, katampe, abuja",320000000.0,4.0,,,2025-11-12,12 Nov 2025,Abuja,80000000.0,High,2025-11,terraced duplex
5 bedroom detached duplex for sale,detached duplex,"ikoyi, ikoyi, lagos",7500000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,1500000000.0,High,2025-11,detached duplex
plaza / complex / mall for sale,plaza / complex / mall,"off awolowo way, ikeja, lagos",1000000000.0,,,,2025-09-10,11 Nov 2025,Lagos,,High,2025-09,plaza / complex / mall
5 bedroom semi-detached duplex for sale,semi-detached duplex,"ochacho, idu industrial, abuja",240000000.0,5.0,5.0,6.0,2025-08-14,10 Nov 2025,Abuja,48000000.0,High,2025-08,semi detached duplex
land for sale,land,"lekki, lagos",1500000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,land
3 bedroom detached bungalow for sale,detached bungalow,"lokogoma district, abuja",130000000.0,3.0,,5.0,2025-11-12,12 Nov 2025,Abuja,43333333.333333336,High,2025-11,bungalow
residential land for sale,residential land,"omole phase 2, ikeja, lagos",250000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,land
5 bedroom detached duplex for sale,detached duplex,"banana island, ikoyi, lagos",4000000000.0,5.0,,,2025-11-07,12 Nov 2025,Lagos,800000000.0,High,2025-11,detached duplex
7 bedroom detached duplex for sale,detached duplex,"badore, ajah, lagos",260000000.0,7.0,6.0,7.0,2025-07-08,12 Nov 2025,Lagos,37142857.14285714,High,2025-07,detached duplex
95 bedroom terraced duplex for sale,terraced duplex,"sangotedo, ajah, lagos",2700000000.0,95.0,280.0,290.0,2024-12-20,12 Nov 2025,Lagos,28421052.63157895,High,2024-12,terraced duplex
6 bedroom flat / apartment for sale,flat / apartment,"old ikoyi, ikoyi, lagos",,6.0,6.0,7.0,2025-11-12,12 Nov 2025,Lagos,,,2025-11,flat/apartment
residential land for sale,residential land,"abesan, ipaja, lagos",55000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,land
3 bedroom flat / apartment for sale,flat / apartment,"yaba, lagos",170000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,56666666.666666664,High,2025-11,flat/apartment
2 bedroom flat / apartment for sale,flat / apartment,"lugbe district, abuja",160000000.0,2.0,2.0,3.0,2025-08-25,10 Nov 2025,Abuja,80000000.0,High,2025-08,flat/apartment
3 bedroom detached bungalow for sale,detached bungalow,"eleko, ibeju lekki, lagos",40000000.0,3.0,3.0,4.0,2025-06-26,12 Nov 2025,Lagos,13333333.333333334,Mid,2025-06,bungalow
3 bedroom flat / apartment for sale,flat / apartment,"federal housing estate, kubwa, abuja",60000000.0,3.0,,,2025-11-12,12 Nov 2025,Abuja,20000000.0,High,2025-11,flat/apartment
residential land for sale,residential land,"alimosho, lagos",65000000.0,,,,2025-11-10,12 Nov 2025,Lagos,,High,2025-11,land
mixed-use land for sale,mixed-use land,"lekki, lagos",750000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
6 bedroom detached duplex for sale,detached duplex,"old ikoyi, ikoyi, lagos",2000000000.0,6.0,6.0,7.0,2025-11-12,12 Nov 2025,Lagos,333333333.3333333,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"sangotedo road, ajah, lagos",135000000.0,4.0,5.0,6.0,2025-05-03,12 Nov 2025,Lagos,33750000.0,High,2025-05,detached duplex
4 bedroom detached duplex for sale,detached duplex,"olokonla, close to lagos business school, ajah, lagos",160000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,40000000.0,High,2025-11,detached duplex
land for sale,land,"igbojia, bogije, ibeju lekki, lagos",6500000.0,,,,2025-04-22,29 Oct 2025,Lagos,,Low,2025-04,land
4 bedroom terraced duplex for sale,terraced duplex,"ogba, ikeja, lagos",260000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,65000000.0,High,2025-11,terraced duplex
land for sale,land,"victory park estate, osapa, lekki, lagos",450000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,land
4 bedroom semi-detached duplex for sale,semi-detached duplex,"badore, ajah, lagos",85000000.0,4.0,4.0,5.0,2025-10-21,12 Nov 2025,Lagos,21250000.0,High,2025-10,semi detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"badore, ajah, lagos",135000000.0,5.0,5.0,6.0,2025-09-19,12 Nov 2025,Lagos,27000000.0,High,2025-09,semi detached duplex
commercial land for sale,commercial land,"ado, ajah, lagos",260000000.0,,,,2025-10-09,12 Nov 2025,Lagos,,High,2025-10,commercial land
9 bedroom semi-detached duplex for sale,semi-detached duplex,"okeira, addo road, ado, ajah, lagos",100000000.0,9.0,27.0,27.0,2025-10-13,12 Nov 2025,Lagos,11111111.111111112,High,2025-10,semi detached duplex
residential land for sale,residential land,"chois garden estate, abijo, lekki, lagos",49080000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,land
block of flats for sale,block of flats,"off kazeem street, alapere, ketu, lagos",70000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,block of flats
residential land for sale,residential land,"opic, isheri north, lagos",40000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,land
mixed-use land for sale,mixed-use land,"ogombo, ajah, lagos",9000000.0,,,,2025-10-21,12 Nov 2025,Lagos,,Low,2025-10,mixed-use land
5 bedroom flat / apartment for sale,flat / apartment,"legacy estate kolapo ishola gra, ibadan, oyo",365000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Oyo,73000000.0,High,2025-11,flat/apartment
mixed-use land for sale,mixed-use land,"makoko, yaba, lagos",7000000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
4 bedroom flat / apartment for sale,flat / apartment,"victoria island (vi), lagos",950000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,237500000.0,High,2025-11,flat/apartment
4 bedroom flat / apartment for sale,flat / apartment,"kolapo ishola gra, ibadan, oyo",200000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Oyo,50000000.0,High,2025-11,flat/apartment
3 bedroom flat / apartment for sale,flat / apartment,"kolapo ishola gra, ibadan, oyo",130000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Oyo,43333333.333333336,High,2025-11,flat/apartment
4 bedroom terraced duplex for sale,terraced duplex,"lekki gardens estate phase 3, ajah, lagos",110000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,27500000.0,High,2025-11,terraced duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"paradise estate phase 2, life camp, abuja",200000000.0,4.0,5.0,6.0,2025-09-20,10 Nov 2025,Abuja,50000000.0,High,2025-09,semi detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"off fola osibo, lekki phase 1, lekki, lagos",800000000.0,5.0,5.0,6.0,2025-06-02,29 Oct 2025,Lagos,160000000.0,High,2025-06,semi detached duplex
4 bedroom detached duplex for sale,detached duplex,"off t. f. kuboye road, lekki phase 1, lekki, lagos",900000000.0,4.0,4.0,5.0,2025-05-12,29 Oct 2025,Lagos,225000000.0,High,2025-05,detached duplex
residential land for sale,residential land,"pinnock beach estate, osapa, lekki, lagos",800000000.0,,,,2025-08-15,04 Nov 2025,Lagos,,High,2025-08,land
mixed-use land for sale,mixed-use land,"water corporation drive, oniru, victoria island (vi), lagos",12000000000.0,,,,2025-08-28,22 Oct 2025,Lagos,,High,2025-08,mixed-use land
mixed-use land for sale,mixed-use land,"parkview, ikoyi, lagos",1500000.0,,,,2025-07-31,21 Oct 2025,Lagos,,Low,2025-07,mixed-use land
4 bedroom terraced duplex for sale,terraced duplex,"katampe (main), katampe, abuja",250000000.0,4.0,4.0,5.0,2025-11-10,10 Nov 2025,Abuja,62500000.0,High,2025-11,terraced duplex
mixed-use land for sale,mixed-use land,"pine avenue, gra, alalubosa, ibadan, oyo",410000000.0,,,,2025-11-12,12 Nov 2025,Oyo,,High,2025-11,mixed-use land
4 bedroom detached duplex for sale,detached duplex,"ikate, lekki, lagos",320000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,80000000.0,High,2025-11,detached duplex
5 bedroom detached duplex for sale,detached duplex,"carlton gate estate, chevron drive, lekki, lagos",375000000.0,5.0,5.0,6.0,2025-09-01,21 Oct 2025,Lagos,75000000.0,High,2025-09,detached duplex
mixed-use land for sale,mixed-use land,"polo club road, off awolowo road, ikoyi, lagos",2200000.0,,,,2025-07-31,21 Oct 2025,Lagos,,Low,2025-07,mixed-use land
3 bedroom flat / apartment for sale,flat / apartment,"guzape district, abuja",150000000.0,3.0,3.0,4.0,2025-11-09,09 Nov 2025,Abuja,50000000.0,High,2025-11,flat/apartment
2 bedroom flat / apartment for sale,flat / apartment,"wuse, abuja",150000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Abuja,75000000.0,High,2025-11,flat/apartment
6 bedroom detached duplex for sale,detached duplex,"gilmore, jahi, abuja",550000000.0,6.0,6.0,6.0,2025-11-02,12 Nov 2025,Abuja,91666666.66666667,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"close 13, road 3, vgc, lekki, lagos",500000000.0,4.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,125000000.0,High,2025-11,detached duplex
2 bedroom flat / apartment for sale,flat / apartment,"osapa, lekki, lagos",220000000.0,2.0,2.0,3.0,2025-11-11,11 Nov 2025,Lagos,110000000.0,High,2025-11,flat/apartment
land for sale,land,"opposite acadia estate, osapa, lekki, lagos",3000000000.0,,,,2025-10-15,22 Oct 2025,Lagos,,High,2025-10,land
3 bedroom semi-detached duplex for sale,semi-detached duplex,"off harris drive, vgc, lekki, lagos",110000000.0,3.0,3.0,4.0,2025-10-22,22 Oct 2025,Lagos,36666666.666666664,High,2025-10,semi detached duplex
land for sale,land,"charterhouse axis, ogombo, ajah, lagos",13000000000.0,,,,2025-10-15,22 Oct 2025,Lagos,,High,2025-10,land
5 bedroom detached duplex for sale,detached duplex,"fubara dublin green, igbo efon, lekki, lagos",480000000.0,5.0,6.0,6.0,2025-09-09,30 Sep 2025,Lagos,96000000.0,High,2025-09,detached duplex
4 bedroom detached duplex for sale,detached duplex,"westend estate, ikota, lekki, lagos",230000000.0,4.0,4.0,5.0,2025-10-13,21 Oct 2025,Lagos,57500000.0,High,2025-10,detached duplex
4 bedroom flat / apartment for sale,flat / apartment,"ikate, lekki, lagos",500000000.0,4.0,4.0,5.0,2025-10-22,22 Oct 2025,Lagos,125000000.0,High,2025-10,flat/apartment
3 bedroom semi-detached duplex for sale,semi-detached duplex,"lekki gardens estate phase 3, ajah, lagos",120000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,40000000.0,High,2025-11,semi detached duplex
5 bedroom house for sale,house,"lekki, lagos",850000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,170000000.0,High,2025-11,house
4 bedroom semi-detached duplex for sale,semi-detached duplex,"maryland, lagos",220000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,55000000.0,High,2025-11,semi detached duplex
5 bedroom detached duplex for sale,detached duplex,"yakowa street, katampe, abuja",1500000000.0,5.0,6.0,6.0,2025-10-23,23 Oct 2025,Abuja,300000000.0,High,2025-10,detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"fubara dublin green, igbo efon,, lekki, lagos",450000000.0,5.0,6.0,6.0,2025-09-09,09 Sep 2025,Lagos,90000000.0,High,2025-09,semi detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"aunty ayo manuwa street, awolowo road, ikoyi, lagos",350000000.0,3.0,3.0,3.0,2025-08-28,30 Sep 2025,Lagos,116666666.66666667,High,2025-08,flat/apartment
4 bedroom house for sale,house,"bourdillion road, ikoyi, lagos",3000000000.0,4.0,4.0,5.0,2025-08-28,28 Aug 2025,Lagos,750000000.0,High,2025-08,house
4 bedroom house for sale,house,"alexander road, ikoyi, lagos",1800000000.0,4.0,4.0,5.0,2025-08-28,28 Aug 2025,Lagos,450000000.0,High,2025-08,house
4 bedroom flat / apartment for sale,flat / apartment,"alexander road, ikoyi, lagos",1500000000.0,4.0,4.0,5.0,2025-08-28,28 Aug 2025,Lagos,375000000.0,High,2025-08,flat/apartment
4 bedroom house for sale,house,"plot 3, block 8, foreshore road, ikoyi, lagos",2800000000.0,4.0,4.0,5.0,2025-05-26,15 Aug 2025,Lagos,700000000.0,High,2025-05,house
4 bedroom terraced duplex for sale,terraced duplex,"keffi street, off awolowo road, ikoyi, lagos",550000000.0,4.0,5.0,5.0,2025-03-11,15 Aug 2025,Lagos,137500000.0,High,2025-03,terraced duplex
4 bedroom detached duplex for sale,detached duplex,"melrose park estate, lekki, lagos",550000000.0,4.0,4.0,5.0,2025-10-13,21 Oct 2025,Lagos,137500000.0,High,2025-10,detached duplex
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"lekki phase 1, lekki, lagos",120000000.0,1.0,1.0,2.0,2025-08-03,12 Nov 2025,Lagos,120000000.0,High,2025-08,mini flat
3 bedroom terraced duplex for sale,terraced duplex,"ologolo, lekki, lagos",140000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,46666666.666666664,High,2025-11,terraced duplex
3 bedroom semi-detached duplex for sale,semi-detached duplex,"ologolo, lekki, lagos",150000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,50000000.0,High,2025-11,semi detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"old ikoyi, ikoyi, lagos",1500000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,300000000.0,High,2025-11,semi detached duplex
2 bedroom flat / apartment for sale,flat / apartment,"oba palace axis itire, lawanson, surulere, lagos",65000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,32500000.0,High,2025-11,flat/apartment
5 bedroom detached duplex for sale,detached duplex,"apo resettlement, apo, abuja",550000000.0,5.0,,,2025-10-30,07 Nov 2025,Abuja,110000000.0,High,2025-10,detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"life camp, abuja",100000000.0,3.0,3.0,4.0,2025-10-16,12 Nov 2025,Abuja,33333333.333333332,High,2025-10,flat/apartment
3 bedroom detached bungalow for sale,detached bungalow,"ibeju lekki, lagos",75000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,25000000.0,High,2025-11,bungalow
3 bedroom house for sale,house,"oko oba, ifako-ijaiye, lagos",200000000.0,3.0,,,2025-11-12,12 Nov 2025,Lagos,66666666.666666664,High,2025-11,house
1 bedroom flat / apartment for sale,flat / apartment,"chevron toll gate, lekki, lagos",35000000.0,1.0,1.0,1.0,2025-11-12,12 Nov 2025,Lagos,35000000.0,Mid,2025-11,flat/apartment
8 bedroom detached duplex for sale,detached duplex,"wuse 2, abuja",3000000000.0,8.0,8.0,9.0,2025-11-12,12 Nov 2025,Abuja,375000000.0,High,2025-11,detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"ajah, lagos",350000000.0,5.0,5.0,6.0,2025-11-06,06 Nov 2025,Lagos,70000000.0,High,2025-11,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"chevron, lekki, lagos",165000000.0,4.0,4.0,5.0,2025-04-10,10 Nov 2025,Lagos,41250000.0,High,2025-04,terraced duplex
4 bedroom terraced duplex for sale,terraced duplex,"guzape district, abuja",260000000.0,4.0,,,2025-10-25,25 Oct 2025,Abuja,65000000.0,High,2025-10,terraced duplex
residential land for sale,residential land,"otiti oladimeji, new bodija, ibadan, oyo",200000000.0,,,,2025-09-08,24 Sep 2025,Oyo,,High,2025-09,land
5 bedroom detached duplex for sale,detached duplex,"aare, new bodija, ibadan, oyo",180000000.0,5.0,5.0,6.0,2025-07-25,24 Sep 2025,Oyo,36000000.0,High,2025-07,detached duplex
